,Sheetname,Date,Procedure,Test,Jar,Floc,Floc_Dosage (ppm),Coag,Coag_Dosage (ppm),Coagulant:Flocculant,Turbs,RANK,MAX,MIN,RANGE,Comment,Trub % decrease
16,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,3,7878,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7878,27.1,2,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
17,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,4,7878,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7878,6.22,1,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
18,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,5,7878,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7878,54.0,4,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
19,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,6,7878,0.5,8190,10.0,10 ppm:8190   0.5 ppm:7878,59.6,5,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
20,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,98.9,6,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
21,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,2,2531,0.5,1252,10.0,10 ppm:1252   0.5 ppm:2531,25.7,3,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
22,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,3,7767,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7767,7.92,2,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
23,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,4,7767,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7767,4.78,1,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
24,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,5,7767,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7767,32.2,4,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
25,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_4,6,7767,0.5,8190,10.0,10 ppm:8190   0.5 ppm:7767,34.8,5,98.9,4.78,94.12,7767 shows much better floc formation than 7878 in al jars.  Can see FW in both fast and slow stir.  17650 appears to settle fastest but water quality is not as good as 2537 or 2495.,
26,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,91.5,6,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
27,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,2,2531,0.5,17650,10.0,10 ppm:17650   0.5 ppm:2531,14.2,2,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
28,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,3,7878,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7878,55.2,4,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
29,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,4,7767,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7767,32.6,3,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
30,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,5,7757,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7757,57.3,5,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
31,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_5,6,8181,0.5,17650,10.0,10 ppm:17650   0.5 ppm:8181,10.4,1,91.5,10.4,81.1,J4 & J6 shows large particle size and lots of FW during stirring.  J6>J4>JJ2>J1>J5>J3 in terms of settling rate.  J6 is showing best water quality,
32,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,89.3,6,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
33,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,2,2531,0.5,2495,10.0,10 ppm:2495   0.5 ppm:2531,4.2,2,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
34,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,3,7878,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7878,5.39,5,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
35,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,4,7767,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7767,4.67,3,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
36,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,5,7757,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7757,4.93,4,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
37,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_6,6,8181,0.5,2495,10.0,10 ppm:2495   0.5 ppm:8181,3.65,1,89.3,3.65,85.64999999999999,"similar trend as exp 5 with J6 & J4 showing best response.  All excellent results wwith 2495, this is same as previous jar testing where 2495 made everything look great.  However, 8181 does rank the best.",
38,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,66.2,6,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
39,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,2,2531,0.5,2537,10.0,10 ppm:2537   0.5 ppm:2531,11.4,3,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
40,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,3,7878,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7878,25.4,5,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
41,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,4,7767,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7767,6.4,1,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
42,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,5,7757,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7757,19.0,4,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
43,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_7,6,8181,0.5,2537,10.0,10 ppm:2537   0.5 ppm:8181,8.28,2,66.2,6.4,59.800000000000004,"same trend as above.  Really liking the response with 8181.  J6 & J4 fastesst settling.  J 3 & J5 are the slowest, this is interesting since the blank actually settles faster than jars with 7878 or 7757 present.",
44,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,52.4,6,52.4,15.2,37.2,these jars all look good.,
45,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,2,7767,0.5,17650,5.0,5 ppm:17650   0.5 ppm:7767,36.0,5,52.4,15.2,37.2,these jars all look good.,
46,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,3,7767,0.5,17650,10.0,10 ppm:17650   0.5 ppm:7767,24.5,4,52.4,15.2,37.2,these jars all look good.,
47,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,4,7767,0.5,17650,15.0,15 ppm:17650   0.5 ppm:7767,21.8,3,52.4,15.2,37.2,these jars all look good.,
48,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,5,8181,0.5,17650,5.0,5 ppm:17650   0.5 ppm:8181,16.6,2,52.4,15.2,37.2,these jars all look good.,
49,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_8,6,8181,0.5,17650,10.0,10 ppm:17650   0.5 ppm:8181,15.2,1,52.4,15.2,37.2,these jars all look good.,
50,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,94.9,6,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
51,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,2,7767,0.5,2495,2.5,2.5 ppm:2495   0.5 ppm:7767,20.2,5,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
52,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,3,7767,0.5,2495,5.0,5 ppm:2495   0.5 ppm:7767,10.7,4,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
53,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,4,7767,0.5,2495,10.0,10 ppm:2495   0.5 ppm:7767,5.48,2,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
54,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,5,8181,0.5,2495,5.0,5 ppm:2495   0.5 ppm:8181,9.03,3,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
55,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_9,6,8181,0.5,2495,10.0,10 ppm:2495   0.5 ppm:8181,4.36,1,94.9,4.36,90.54,"all fast settling, excellent water quality.  Collected at 2 min mark",
56,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,162.0,6,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
57,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,2,7767,0.5,2537,2.5,2.5 ppm:2537   0.5 ppm:7767,21.0,5,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
58,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,3,7767,0.5,2537,5.0,5 ppm:2537   0.5 ppm:7767,11.6,2,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
59,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,4,7767,0.5,2537,10.0,10 ppm:2537   0.5 ppm:7767,4.99,1,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
60,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,5,8181,0.5,2537,5.0,5 ppm:2537   0.5 ppm:8181,18.7,4,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
61,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_10,6,8181,0.5,2537,10.0,10 ppm:2537   0.5 ppm:8181,12.4,3,162.0,4.99,157.01,same trends as above.  8181 does an excellent job at particle size. Colleccted turbs at 2 min settling.,
62,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,264.0,6,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
63,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,2,7767,0.2,2537,5.0,5 ppm:2537   0.2 ppm:7767,25.8,5,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
64,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,3,7767,0.4,2537,5.0,5 ppm:2537   0.4 ppm:7767,19.6,4,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
65,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,4,7767,0.6,2537,5.0,5 ppm:2537   0.6 ppm:7767,13.4,3,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
66,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,5,7767,0.8,2537,5.0,5 ppm:2537   0.8 ppm:7767,11.4,2,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
67,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_11,6,7767,1.0,2537,5.0,5 ppm:2537   1 ppm:7767,10.7,1,264.0,10.7,253.3,"excellent dosage profile, nice gradient with increased particle size, settling rate & clarity.  Collected turb @ 2mins",
68,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,105.0,6,105.0,7.76,97.24,excellent dosage profile,
69,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,2,7767,0.2,2495,5.0,5 ppm:2495   0.2 ppm:7767,25.0,5,105.0,7.76,97.24,excellent dosage profile,
70,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,3,7767,0.4,2495,5.0,5 ppm:2495   0.4 ppm:7767,14.2,4,105.0,7.76,97.24,excellent dosage profile,
71,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,4,7767,0.6,2495,5.0,5 ppm:2495   0.6 ppm:7767,9.46,3,105.0,7.76,97.24,excellent dosage profile,
72,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,5,7767,0.8,2495,5.0,5 ppm:2495   0.8 ppm:7767,7.76,1,105.0,7.76,97.24,excellent dosage profile,
73,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_12,6,7767,1.0,2495,5.0,5 ppm:2495   1 ppm:7767,8.7,2,105.0,7.76,97.24,excellent dosage profile,
74,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,161.0,6,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
75,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,2,7767,0.2,17650,10.0,10 ppm:17650   0.2 ppm:7767,48.9,5,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
76,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,3,7767,0.4,17650,10.0,10 ppm:17650   0.4 ppm:7767,32.5,4,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
77,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,4,7767,0.6,17650,10.0,10 ppm:17650   0.6 ppm:7767,26.4,3,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
78,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,5,7767,0.8,17650,10.0,10 ppm:17650   0.8 ppm:7767,25.1,2,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
79,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_13,6,7767,1.0,17650,10.0,10 ppm:17650   1 ppm:7767,23.4,1,161.0,23.4,137.6,"lots of FW with increasing floc, large particle size.  Settling rate very fast with increasing floc.  The sludge is so thick the settling rates are likely skewed as a result.  2min turb",
80,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,1,8181,0.3,17650,10.0,10 ppm:17650   0.3 ppm:8181,58.6,6,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
81,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,2,8181,0.6,17650,10.0,10 ppm:17650   0.6 ppm:8181,22.0,4,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
82,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,3,8181,0.3,2495,5.0,5 ppm:2495   0.3 ppm:8181,17.2,3,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
83,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,4,8181,0.6,2495,5.0,5 ppm:2495   0.6 ppm:8181,8.27,1,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
84,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,5,8181,0.3,2537,5.0,5 ppm:2537   0.3 ppm:8181,34.8,5,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
85,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_14,6,8181,0.6,2537,5.0,5 ppm:2537   0.6 ppm:8181,9.03,2,58.6,8.27,50.33,marked difference with 2495 vs 2537 & 17650…FW is observed just with coag addition.  Then with floc the particle size is definitely larger for 2495. settling rates are all very fast2 min turbs,
86,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,218.0,6,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
87,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,2,blank,0.0,2495,2.0,2 ppm:2495   0 ppm:blank,70.2,5,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
88,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,3,blank,0.0,2495,4.0,4 ppm:2495   0 ppm:blank,43.9,4,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
89,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,4,blank,0.0,2495,6.0,6 ppm:2495   0 ppm:blank,28.4,3,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
90,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,5,blank,0.0,2495,8.0,8 ppm:2495   0 ppm:blank,14.9,2,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
91,2021 Summer(D),2021-08-19,Composite,2021 Summer(D)_15,6,blank,0.0,2495,10.0,10 ppm:2495   0 ppm:blank,10.8,1,218.0,10.8,207.2,this was supposed to be exp 12 but screwed up the coag addition so just went with it and removed the floc.  This does show the impact of just coag 2495 with nice gradient in performance.  Collected at 2min,
